Element	Step	dT	TimeStamp	Nops
npb	is_2_16	7.005487139	1519780106.676808385	1
npb	is_2_16_total	.015522686	1519780106.692331071	1176.48
npb	is_2_16_perprocess	.010220838	1519780106.702551909	36.76
npb	lu_2_16	36.990764689	1519780143.693316598	1
npb	lu_2_16_total	.009725666	1519780143.703042264	60670.19
npb	lu_2_16_perprocess	.008750753	1519780143.711793017	1895.94
npb	ft_2_16	22.300495501	1519780166.012288518	1
npb	ft_2_16_total	.010721116	1519780166.023009634	23318.04
npb	ft_2_16_perprocess	.008852326	1519780166.031861960	728.69
npb	mg_2_16	8.374171592	1519780174.406033552	1
npb	mg_2_16_total	.011116609	1519780174.417150161	33828.38
npb	mg_2_16_perprocess	.009281839	1519780174.426432000	1057.14
npb	cg_2_16	13.993872375	1519780188.420304375	1
npb	cg_2_16_total	.008704867	1519780188.429009242	13184.03
npb	cg_2_16_perprocess	.008229204	1519780188.437238446	412.00
npb	ep_2_16	9.824982475	1519780198.262220921	1
npb	ep_2_16_total	.009912086	1519780198.272133007	1216.20
npb	ep_2_16_perprocess	.009065443	1519780198.281198450	38.01
npb	is_2_8	4.763128950	1519780203.044327400	1
npb	is_2_8_total	.008096376	1519780203.052423776	904.03
npb	is_2_8_perprocess	.007929871	1519780203.060353647	56.50
npb	lu_2_8	52.930426699	1519780255.990780346	1
npb	lu_2_8_total	.011794003	1519780256.002574349	41031.68
npb	lu_2_8_perprocess	.009449328	1519780256.012023677	2564.48
npb	ft_2_8	27.450047890	1519780283.462071567	1
npb	ft_2_8_total	.011629674	1519780283.473701241	16981.37
npb	ft_2_8_perprocess	.010011486	1519780283.483712727	1061.34
npb	mg_2_8	7.250397148	1519780290.734109875	1
npb	mg_2_8_total	.009346128	1519780290.743456003	37705.16
npb	mg_2_8_perprocess	.009217109	1519780290.752673112	2356.57
npb	cg_2_8	19.945090395	1519780310.697763507	1
npb	cg_2_8_total	.010112371	1519780310.707875878	8569.56
