Element	Step	dT	TimeStamp	Nops
hpcc-noargs	Start	.004453055	1519076828.153776093	1
hpcc-N-1000	hpcc-all	40.871444131	1519076869.025220224	1
hpcc-N-1000	MPIRandomAccess	.004403490	1519076869.029623714	0.003708511
hpcc-N-1000	StarRandomAccess	.004056203	1519076869.033679917	0.251095791
hpcc-N-1000	StarDGEMM_Average_Gflops	.005897969	1519076869.039577886	2.112923
hpcc-N-1000	MPIFFT_Gflops	.005238088	1519076869.044815974	4.249
hpcc-N-1000	StarFFT_Average_Gflops	.005051932	1519076869.049867906	4.044583
hpcc-N-1000	HPL_Gflops	.005039638	1519076869.054907544	8.390e-02
hpcc-N-10000	hpcc-all	147.843098638	1519077016.898006182	1
hpcc-N-10000	MPIRandomAccess	.004407800	1519077016.902413982	0.008001238
hpcc-N-10000	StarRandomAccess	.004095593	1519077016.906509575	0.016227713
hpcc-N-10000	StarDGEMM_Average_Gflops	.005843286	1519077016.912352861	0.602638
hpcc-N-10000	MPIFFT_Gflops	.005236322	1519077016.917589183	7.294
hpcc-N-10000	StarFFT_Average_Gflops	.005094975	1519077016.922684158	0.916541
hpcc-N-10000	HPL_Gflops	.005004847	1519077016.927689005	1.719e+01
hpcc-N-30000	hpcc-all	1144.568987864	1519078161.496676869	1
hpcc-N-30000	MPIRandomAccess	.004589450	1519078161.501266319	0.007909624
hpcc-N-30000	StarRandomAccess	.004227560	1519078161.505493879	0.014067658
hpcc-N-30000	StarDGEMM_Average_Gflops	.006157969	1519078161.511651848	0.574630
hpcc-N-30000	MPIFFT_Gflops	.005043897	1519078161.516695745	14.559
hpcc-N-30000	StarFFT_Average_Gflops	.005144418	1519078161.521840163	0.856493
hpcc-N-30000	HPL_Gflops	.005030966	1519078161.526871129	2.149e+01
