Element	Step	dT	TimeStamp	Nops
1AKI.pdb	Start	2.436004648	1520668850.775661931	1
1AKI.pdb	Step1-pdb2gmx	.436285472	1520668851.211947403	1
1AKI.pdb	Step2-editconf	.019479444	1520668851.231426847	1
1AKI.pdb	Step3-solvate	.405409663	1520668851.636836510	1
1AKI.pdb	Step4-grompp	.338312188	1520668851.975148698	1
1AKI.pdb	Step5-genion	.080438314	1520668852.055587012	1
1AKI.pdb	Step6-grompp	1.559431062	1520668853.615018074	1
1AKI.pdb	Step7-mdrun-em	4.870108917	1520668858.485126991	1
1AKI.pdb	Step8-grompp	1.527453723	1520668860.012580714	1
1AKI.pdb	Step9-mdrun-nvt	15.614254828	1520668875.626835542	1
1AKI.pdb	Step10-npt	2.151371698	1520668877.778207240	1
1AKI.pdb	Step11-mdrun-npt	108.328457718	1520668986.106664958	1
1AKI.pdb	Step12-grompp	7.190949090	1520668993.297614048	1
1AKI.pdb	Step13-mdrun-prod-100	2.330913323	1520668995.628527371	100
1AKI.pdb	Step13-mdrun-prod-100-perf-ns_per_day	.005447149	1520668995.633974520	12.569
1AKI.pdb	Step13-mdrun-prod-100-imbalance-percentage	.002162961	1520668995.636137481	20.8
1AKI.pdb	Step13-mdrun-prod-1000	4.277370432	1520668999.913507913	1000
1AKI.pdb	Step13-mdrun-prod-1000-perf-ns_per_day	.005533043	1520668999.919040956	52.424
1AKI.pdb	Step13-mdrun-prod-1000-imbalance-percentage	.002147262	1520668999.921188218	19.1
1AKI.pdb	Step13-mdrun-prod-10000	25.500437452	1520669025.421625670	10000
1AKI.pdb	Step13-mdrun-prod-10000-perf-ns_per_day	.005261661	1520669025.426887331	70.509
1AKI.pdb	Step13-mdrun-prod-10000-imbalance-percentage	.002155361	1520669025.429042692	4.1
1AKI.pdb	Step13-mdrun-prod-100000	204.742766862	1520669230.171809554	100000
1AKI.pdb	Step13-mdrun-prod-100000-perf-ns_per_day	.005313458	1520669230.177123012	84.810
1AKI.pdb	Step13-mdrun-prod-100000-imbalance-percentage	.002130162	1520669230.179253174	3.1
