Element	Step	dT	TimeStamp	Nops
1AKI.pdb	Start	.222944071	1517412032.466812024	1
1AKI.pdb	Step1-pdb2gmx	.404399088	1517412032.871211112	1
1AKI.pdb	Step2-editconf	.016872756	1517412032.888083868	1
1AKI.pdb	Step3-solvate	.435824084	1517412033.323907952	1
1AKI.pdb	Step4-grompp	.428017064	1517412033.751925016	1
1AKI.pdb	Step5-genion	.092774361	1517412033.844699377	1
1AKI.pdb	Step6-grompp	.420173576	1517412034.264872953	1
1AKI.pdb	Step7-mdrun-em	4.270586893	1517412038.535459846	1
1AKI.pdb	Step8-grompp	.584093730	1517412039.119553576	1
1AKI.pdb	Step9-mdrun-nvt	14.790579869	1517412053.910133445	1
1AKI.pdb	Step10-npt	.648997148	1517412054.559130593	1
1AKI.pdb	Step11-mdrun-npt	144.915547689	1517412199.474678282	1
1AKI.pdb	Step12-grompp	1.365178478	1517412200.839856760	1
1AKI.pdb	Step13-mdrun-prod-100	1.481357262	1517412202.321214022	100
1AKI.pdb	Step13-mdrun-prod-1000	4.061747905	1517412206.382961927	1000
1AKI.pdb	Step13-mdrun-prod-10000	3.998780163	1517412210.381742090	10000
