Element	Step	dT	TimeStamp	Nops
npb	is_2_16	4.840939292	1519798371.190558511	1
npb	is_2_16_total	.010465092	1519798371.201023603	1276.42
npb	is_2_16_perprocess	.009189925	1519798371.210213528	39.89
npb	lu_2_16	36.636008178	1519798407.846221706	1
npb	lu_2_16_total	.009561881	1519798407.855783587	60924.07
npb	lu_2_16_perprocess	.010938110	1519798407.866721697	1903.88
npb	ft_2_16	20.155214029	1519798428.021935726	1
npb	ft_2_16_total	.013820119	1519798428.035755845	24708.22
npb	ft_2_16_perprocess	.010479541	1519798428.046235386	772.13
npb	mg_2_16	7.103527182	1519798435.149762568	1
npb	mg_2_16_total	.009060397	1519798435.158822965	40227.10
npb	mg_2_16_perprocess	.008792209	1519798435.167615174	1257.10
npb	cg_2_16	13.984918380	1519798449.152533554	1
npb	cg_2_16_total	.008745628	1519798449.161279182	13386.44
npb	cg_2_16_perprocess	.008660565	1519798449.169939747	418.33
npb	ep_2_16	10.131541755	1519798459.301481502	1
npb	ep_2_16_total	.021882635	1519798459.323364137	1175.03
npb	ep_2_16_perprocess	.008974659	1519798459.332338796	36.72
npb	is_2_8	5.710460879	1519798465.042799675	1
npb	is_2_8_total	.026091715	1519798465.068891390	910.60
npb	is_2_8_perprocess	.009006042	1519798465.077897432	56.91
npb	lu_2_8	52.927390320	1519798518.005287752	1
npb	lu_2_8_total	.010239286	1519798518.015527038	41010.90
npb	lu_2_8_perprocess	.008956225	1519798518.024483263	2563.18
npb	ft_2_8	26.593917449	1519798544.618400712	1
npb	ft_2_8_total	.010063162	1519798544.628463874	17546.84
npb	ft_2_8_perprocess	.009132276	1519798544.637596150	1096.68
npb	mg_2_8	7.234864897	1519798551.872461047	1
npb	mg_2_8_total	.010205110	1519798551.882666157	37877.98
npb	mg_2_8_perprocess	.009924722	1519798551.892590879	2367.37
npb	cg_2_8	19.880989838	1519798571.773580717	1
npb	cg_2_8_total	.009178340	1519798571.782759057	8594.06
npb	cg_2_8_perprocess	.010185169	1519798571.792944226	537.13
npb	ep_2_8	16.167872202	1519798587.960816428	1
npb	ep_2_8_total	.011069588	1519798587.971886016	638.67
npb	ep_2_8_perprocess	.010799910	1519798587.982685926	39.92
npb	bt_2_8	100.882723752	1519798688.865409678	1
npb	bt_2_8_total	.012106442	1519798688.877516120	29408.86
npb	bt_2_8_perprocess	.010234469	1519798688.887750589	1838.05
npb	sp_2_8	72.711297237	1519798761.599047826	1
npb	sp_2_8_total	.011317869	1519798761.610365695	20838.57
npb	sp_2_8_perprocess	.009414744	1519798761.619780439	1302.41
npb	bt_2_2	325.366126800	1519799086.985907239	1
npb	bt_2_2_total	.011319912	1519799086.997227151	8946.30
npb	bt_2_2_perprocess	.009417435	1519799087.006644586	2236.57
npb	sp_2_2	205.420738380	1519799292.427382966	1
npb	sp_2_2_total	.010813518	1519799292.438196484	7197.56
npb	sp_2_2_perprocess	.008800305	1519799292.446996789	1799.39
