Element	Step	dT	TimeStamp	Nops
fio-noargs	Start	.002671233	1520278694.571018382	1
fio-128m-randread	BW	44.577779455	1520278739.148797837	4929
fio-128m-randread	Latency.avg	.004914888	1520278739.153712725	809.8
fio-128m-randwrite	BW	11.297521189	1520278750.451233914	674.5
fio-128m-randwrite	Latency.avg	.005013382	1520278750.456247296	4439.5
fio-128m-read	BW	11.809578065	1520278762.265825361	168
fio-128m-read	Latency.avg	.005120362	1520278762.270945723	15359.925
fio-128m-write	BW	11.141988041	1520278773.412933764	679.5
fio-128m-write	Latency.avg	.005280364	1520278773.418214128	0.0
fio-1024m-randread	BW	192.717346240	1520278966.135560368	3458.5
fio-1024m-randread	Latency.avg	.004984647	1520278966.140545015	12452.84
fio-1024m-randwrite	BW	11.317381285	1520278977.457926300	29.9
fio-1024m-randwrite	Latency.avg	.004959633	1520278977.462885933	41722
fio-1024m-read	BW	16.471531976	1520278993.934417909	731
fio-1024m-read	Latency.avg	.005054329	1520278993.939472238	11596.96
fio-1024m-write	BW	11.956105086	1520279005.895577324	387.5
fio-1024m-write	Latency.avg	.005100806	1520279005.900678130	4527.89
