Element	Step	dT	TimeStamp	Nops
fio-noargs	Start	.001705647	1520393917.912230328	1
fio-128m-randread-bs-4096	BW	27.153868723	1520393945.066099051	18.7
fio-128m-randread-bs-4096	Latency.avg	.004515858	1520393945.070614909	206.94
fio-128m-randwrite-bs-4096	BW	14.301629023	1520393959.372243932	1338.5
fio-128m-randwrite-bs-4096	Latency.avg	.004470460	1520393959.376714392	2191.815
fio-128m-read-bs-4096	BW	13.741519020	1520393973.118233412	672
fio-128m-read-bs-4096	Latency.avg	.004125871	1520393973.122359283	5429.32
fio-128m-write-bs-4096	BW	13.802077028	1520393986.924436311	1354.5
fio-128m-write-bs-4096	Latency.avg	.004397663	1520393986.928833974	2114.265
fio-128m-randread-bs-1024k	BW	13.823390962	1520394000.752224936	441.5
fio-128m-randread-bs-1024k	Latency.avg	.004361864	1520394000.756586800	2322.42
fio-128m-randwrite-bs-1024k	BW	13.763743225	1520394014.520330025	2189.5
fio-128m-randwrite-bs-1024k	Latency.avg	.004461561	1520394014.524791586	386.895
fio-128m-read-bs-1024k	BW	13.695644253	1520394028.220435839	786
fio-128m-read-bs-1024k	Latency.avg	.004240068	1520394028.224675907	1363.965
fio-128m-write-bs-1024k	BW	13.757503720	1520394041.982179627	2133.5
fio-128m-write-bs-1024k	Latency.avg	.004225368	1520394041.986404995	398.745
fio-512m-randread-bs-4096	BW	38.097091561	1520394080.083496556	20.1
fio-512m-randread-bs-4096	Latency.avg	.005502228	1520394080.088998784	194.055
fio-512m-randwrite-bs-4096	BW	14.875058709	1520394094.964057493	1264
fio-512m-randwrite-bs-4096	Latency.avg	.004376463	1520394094.968433956	2179.28
fio-512m-read-bs-4096	BW	14.410586218	1520394109.379020174	883
fio-512m-read-bs-4096	Latency.avg	.004490460	1520394109.383510634	3598.4
fio-512m-write-bs-4096	BW	14.808308194	1520394124.191818828	1351
fio-512m-write-bs-4096	Latency.avg	.004465560	1520394124.196284388	2148.42
fio-512m-randread-bs-1024k	BW	14.961524708	1520394139.157809096	452.5
fio-512m-randread-bs-1024k	Latency.avg	.004278166	1520394139.162087262	2289.065
fio-512m-randwrite-bs-1024k	BW	14.676743604	1520394153.838830866	2179
fio-512m-randwrite-bs-1024k	Latency.avg	.004291866	1520394153.843122732	393.36
fio-512m-read-bs-1024k	BW	14.408581981	1520394168.251704713	767
fio-512m-read-bs-1024k	Latency.avg	.004349264	1520394168.256053977	1360.72
fio-512m-write-bs-1024k	BW	14.649423657	1520394182.905477634	2151
fio-512m-write-bs-1024k	Latency.avg	.004701153	1520394182.910178787	399.69
