Element	Step	dT	TimeStamp	Nops
1AKI.pdb	Start	.006578793	1520552040.898788313	1
1AKI.pdb	Step1-pdb2gmx	61.443831627	1520552102.342619940	1
1AKI.pdb	Step2-editconf	60.122173011	1520552162.464792951	1
1AKI.pdb	Step3-solvate	60.537496643	1520552223.002289594	1
1AKI.pdb	Step4-grompp	60.475728204	1520552283.478017798	1
1AKI.pdb	Step5-genion	60.178280496	1520552343.656298294	1
1AKI.pdb	Step6-grompp	60.466475359	1520552404.122773653	1
1AKI.pdb	Step7-mdrun-em	68.765744179	1520552472.888517832	1
1AKI.pdb	Step8-grompp	60.621195518	1520552533.509713350	1
1AKI.pdb	Step9-mdrun-nvt	83.207070920	1520552616.716784270	1
1AKI.pdb	Step10-npt	60.680089794	1520552677.396874064	1
1AKI.pdb	Step11-mdrun-npt	257.566948928	1520552934.963822992	1
1AKI.pdb	Step12-grompp	242.095046842	1520553177.058869834	1
1AKI.pdb	Step13-mdrun-prod-100	62.909610493	1520553239.968480327	100
1AKI.pdb	Step13-mdrun-prod-100-perf-ns_per_day	.005425825	1520553239.973906152	12.904
1AKI.pdb	Step13-mdrun-prod-100-imbalance-percentage	.002244227	1520553239.976150379	15.2
1AKI.pdb	Step13-mdrun-prod-1000	66.270930857	1520553306.247081236	1000
1AKI.pdb	Step13-mdrun-prod-1000-perf-ns_per_day	.005500725	1520553306.252581961	36.982
1AKI.pdb	Step13-mdrun-prod-1000-imbalance-percentage	.002274427	1520553306.254856388	16.0
1AKI.pdb	Step13-mdrun-prod-10000	102.190969213	1520553408.445825601	10000
1AKI.pdb	Step13-mdrun-prod-10000-perf-ns_per_day	.005052040	1520553408.450877641	42.453
1AKI.pdb	Step13-mdrun-prod-10000-imbalance-percentage	.002121733	1520553408.452999374	15.7
1AKI.pdb	Step13-mdrun-prod-100000	444.840342698	1520553853.293342072	100000
1AKI.pdb	Step13-mdrun-prod-100000-perf-ns_per_day	.005072640	1520553853.298414712	45.130
1AKI.pdb	Step13-mdrun-prod-100000-imbalance-percentage	.002102033	1520553853.300516745	3.6
