Element	Step	dT	TimeStamp	Nops
osu	Start	.003249203	1519803809.286481411	1
osu	latency	70.608334097	1519803879.894815508	1
osu	mbw_mr_2_1	143.882153740	1519804023.776969248	1
osu	mbw_mr_2_2	219.260553442	1519804243.037522690	1
osu	mbw_mr_2_4	373.144539546	1519804616.182062236	1
osu	mbw_mr_2_8	663.129323622	1519805279.311385858	1
osu	mbw_mr_2_16	1177.449762245	1519806456.761148103	1
osu	alltoall_1	60.244667168	1519806517.005815271	2
osu	barrier_1	60.357752029	1519806577.363567300	2
osu	allreduce_1	60.283057589	1519806637.646624889	2
osu	alltoall_1	60.686814580	1519806698.333439469	4
osu	barrier_1	60.474311346	1519806758.807750815	4
osu	allreduce_1	60.395605820	1519806819.203356635	4
osu	alltoall_1	62.448435746	1519806881.651792381	8
osu	barrier_1	60.787566588	1519806942.439358969	8
osu	allreduce_1	60.679933720	1519807003.119292689	8
osu	alltoall_1	70.647219460	1519807073.766512149	16
osu	barrier_1	62.061407406	1519807135.827919555	16
osu	allreduce_1	61.374364463	1519807197.202284018	16
osu	alltoall_2	60.260820509	1519807257.463104527	1
osu	barrier_2	60.366450180	1519807317.829554707	1
osu	allreduce_2	60.264513631	1519807378.094068338	1
osu	alltoall_2	60.673186514	1519807438.767254852	2
osu	barrier_2	60.526926596	1519807499.294181448	2
osu	allreduce_2	60.387867052	1519807559.682048500	2
osu	alltoall_2	62.476467797	1519807622.158516297	4
osu	barrier_2	60.754608243	1519807682.913124540	4
osu	allreduce_2	60.666951524	1519807743.580076064	4
osu	alltoall_2	70.596338641	1519807814.176414705	8
osu	barrier_2	62.303780255	1519807876.480194960	8
osu	allreduce_2	61.636063265	1519807938.116258225	8
osu	alltoall_2	90.258802745	1519808028.375060970	16
osu	barrier_2	64.129438772	1519808092.504499742	16
osu	allreduce_2	62.561474152	1519808155.065973894	16
