Element	Step	dT	TimeStamp	Nops
1AKI.pdb	Start	.006107671	1520507933.785174149	1
1AKI.pdb	Step1-pdb2gmx	61.039550358	1520507994.824724507	1
1AKI.pdb	Step2-editconf	60.127343511	1520508054.952068018	1
1AKI.pdb	Step3-solvate	60.512806533	1520508115.464874551	1
1AKI.pdb	Step4-grompp	60.467572427	1520508175.932446978	1
1AKI.pdb	Step5-genion	60.183036200	1520508236.115483178	1
1AKI.pdb	Step6-grompp	60.468264084	1520508296.583747262	1
1AKI.pdb	Step7-mdrun-em	69.445670441	1520508366.029417703	1
1AKI.pdb	Step8-grompp	60.629306369	1520508426.658724072	1
1AKI.pdb	Step9-mdrun-nvt	80.566264452	1520508507.224988524	1
1AKI.pdb	Step10-npt	60.690921258	1520508567.915909782	1
1AKI.pdb	Step11-mdrun-npt	260.154006082	1520508828.069915864	1
1AKI.pdb	Step12-grompp	181.522040202	1520509009.591956066	1
1AKI.pdb	Step13-mdrun-prod-100	62.653539100	1520509072.245495166	100
1AKI.pdb	Step13-mdrun-prod-1000	66.310823368	1520509138.556318534	1000
1AKI.pdb	Step13-mdrun-prod-10000	66.212961351	1520509204.769279885	10000
