Element	Step	dT	TimeStamp	Nops
npb	is_2_8	4.603552852	1519584962.965116353	1
npb	is_2_8_total	.010371117	1519584962.975487470	868.02
npb	is_2_8_perprocess	.008938780	1519584962.984426250	54.25
npb	lu_2_8	67.848669618	1519585030.833095868	1
npb	lu_2_8_total	.012076081	1519585030.845171949	31674.53
npb	lu_2_8_perprocess	.009520192	1519585030.854692141	1979.66
npb	ft_2_8	34.696729267	1519585065.551421408	1
npb	ft_2_8_total	.014376850	1519585065.565798258	12735.79
npb	ft_2_8_perprocess	.016710490	1519585065.582508748	795.99
npb	mg_2_8	10.874181213	1519585076.456689961	1
npb	mg_2_8_total	.010754455	1519585076.467444416	21221.28
npb	mg_2_8_perprocess	.009704283	1519585076.477148699	1326.33
npb	cg_2_8	23.069545377	1519585099.546694076	1
npb	cg_2_8_total	.017401950	1519585099.564096026	7247.16
npb	cg_2_8_perprocess	.009906046	1519585099.574002072	452.95
npb	ep_2_8	19.181299572	1519585118.755301644	1
npb	ep_2_8_total	.011065989	1519585118.766367633	524.57
npb	ep_2_8_perprocess	.010090437	1519585118.776458070	32.79
npb	bt_2_8	111.800045026	1519585230.576503096	1
npb	bt_2_8_total	.010025857	1519585230.586528953	26483.55
npb	bt_2_8_perprocess	.009186639	1519585230.595715592	1655.22
npb	sp_2_8	114.203031653	1519585344.798747245	1
npb	sp_2_8_total	.011058879	1519585344.809806124	13091.90
npb	sp_2_8_perprocess	.008721632	1519585344.818527756	818.24
npb	is_2_4	6.897916153	1519585351.716443909	1
npb	is_2_4_total	.009526986	1519585351.725970895	590.81
npb	is_2_4_perprocess	.009798787	1519585351.735769682	73.85
npb	lu_2_4	116.956076250	1519585468.691845932	1
npb	lu_2_4_total	.012769571	1519585468.704615503	18042.29
npb	lu_2_4_perprocess	.010136717	1519585468.714752220	2255.29
npb	ft_2_4	49.929971191	1519585518.644723411	1
npb	ft_2_4_total	.012294350	1519585518.657017761	8724.38
npb	ft_2_4_perprocess	.008934948	1519585518.665952709	1090.55
npb	mg_2_4	13.654424742	1519585532.320377451	1
npb	mg_2_4_total	.010124558	1519585532.330502009	15701.65
npb	mg_2_4_perprocess	.009535779	1519585532.340037788	1962.71
npb	cg_2_4	31.199847395	1519585563.539885183	1
npb	cg_2_4_total	.026623488	1519585563.566508671	5180.68
npb	cg_2_4_perprocess	.031835857	1519585563.598344528	647.59
npb	ep_2_4	35.628792642	1519585599.227137170	1
npb	ep_2_4_total	.009905683	1519585599.237042853	260.86
npb	ep_2_4_perprocess	.009777594	1519585599.246820447	32.61
npb	bt_2_2	360.158326046	1519585959.405146493	1
npb	bt_2_2_total	.012582484	1519585959.417728977	8080.11
npb	bt_2_2_perprocess	.010283902	1519585959.428012879	2020.03
npb	sp_2_2	253.617778437	1519586213.045791316	1
npb	sp_2_2_total	.021070928	1519586213.066862244	5816.52
npb	sp_2_2_perprocess	.021784536	1519586213.088646780	1454.13
npb	bt_1_9	188.880857911	1519586401.969504691	1
npb	bt_1_9_total	.011655458	1519586401.981160149	15360.42
npb	bt_1_9_perprocess	.009091683	1519586401.990251832	1706.71
npb	sp_1_9	233.508708592	1519586635.498960424	1
npb	sp_1_9_total	.009940132	1519586635.508900556	6263.49
npb	sp_1_9_perprocess	.009065697	1519586635.517966253	695.94
npb	is_1_8	6.111955554	1519586641.629921807	1
npb	is_1_8_total	.009130680	1519586641.639052487	532.07
npb	is_1_8_perprocess	.009468242	1519586641.648520729	66.51
npb	lu_1_8	130.381950065	1519586772.030470794	1
npb	lu_1_8_total	.009931838	1519586772.040402632	15900.17
npb	lu_1_8_perprocess	.008882477	1519586772.049285109	1987.52
npb	ft_1_8	60.466667711	1519586832.515952820	1
npb	ft_1_8_total	.011372667	1519586832.527325487	7036.88
npb	ft_1_8_perprocess	.009025221	1519586832.536350708	879.61
npb	mg_1_8	15.463588753	1519586847.999939461	1
npb	mg_1_8_total	.009962077	1519586848.009901538	11761.35
npb	mg_1_8_perprocess	.009754013	1519586848.019655551	1470.17
npb	cg_1_8	38.046211271	1519586886.065866822	1
npb	cg_1_8_total	.009433544	1519586886.075300366	3938.99
npb	cg_1_8_perprocess	.009479098	1519586886.084779464	492.37
npb	ep_1_8	33.117348773	1519586919.202128237	1
npb	ep_1_8_total	.010393172	1519586919.212521409	265.49
npb	ep_1_8_perprocess	.009983573	1519586919.222504982	33.19
npb	is_1_4	10.169841974	1519586929.392346956	1
npb	is_1_4_total	.010201532	1519586929.402548488	327.43
npb	is_1_4_perprocess	.017048139	1519586929.419596627	81.86
