Element	Step	dT	TimeStamp	Nops
fio-noargs	Start	.002768664	1519822170.604903426	1
fio-128m-randread	BW	41.609730329	1519822212.214633755	4257
fio-128m-randread	Latency.avg	.005181780	1519822212.219815535	936.32
fio-128m-randwrite	BW	11.039863895	1519822223.259679430	543.5
fio-128m-randwrite	Latency.avg	.005174574	1519822223.264854004	0.0
fio-128m-read	BW	11.367676238	1519822234.632530242	178
fio-128m-read	Latency.avg	.005152301	1519822234.637682543	20790.88
fio-128m-write	BW	10.847087828	1519822245.484770371	640
fio-128m-write	Latency.avg	.005093577	1519822245.489863948	0.0
fio-1024m-randread	BW	693.525481307	1519822939.015345255	1598.5
fio-1024m-randread	Latency.avg	.005296321	1519822939.020641576	1203609.545
fio-1024m-randwrite	BW	12.485580024	1519822951.506221600	613
fio-1024m-randwrite	Latency.avg	.005109451	1519822951.511331051	0.0
fio-1024m-read	BW	26.677608925	1519822978.188939976	109.4
fio-1024m-read	Latency.avg	.005381629	1519822978.194321605	28491.435
fio-1024m-write	BW	12.336158553	1519822990.530480158	674.5
fio-1024m-write	Latency.avg	.005127430	1519822990.535607588	0.0
