Element	Step	dT	TimeStamp	Nops
fio-noargs	Start	.003509501	1547191456.566158933	1
fio-128m-randread-bs-4096	BW	16.840471218	1547191473.406630151	48.55
fio-128m-randread-bs-4096	Latency.avg	.003824076	1547191473.410454227	90.14
fio-128m-randwrite-bs-4096	BW	11.506003725	1547191484.916457952	1833.33333333333
fio-128m-randwrite-bs-4096	Latency.avg	.004038633	1547191484.920496585	1667.195
fio-128m-read-bs-4096	BW	10.886911142	1547191495.807407727	1061
fio-128m-read-bs-4096	Latency.avg	.004040638	1547191495.811448365	4361.21833333333
fio-128m-write-bs-4096	BW	11.438911943	1547191507.250360308	1931.33333333333
fio-128m-write-bs-4096	Latency.avg	.005209384	1547191507.255569692	1644.87666666667
fio-128m-randread-bs-1024k	BW	10.868441538	1547191518.124011230	1119.33333333333
fio-128m-randread-bs-1024k	Latency.avg	.004343861	1547191518.128355091	1315.15
fio-128m-randwrite-bs-1024k	BW	11.375695021	1547191529.504050112	2518.66666666667
fio-128m-randwrite-bs-1024k	Latency.avg	.003978555	1547191529.508028667	348.401666666667
fio-128m-read-bs-1024k	BW	10.877048865	1547191540.385077532	1217.83333333333
fio-128m-read-bs-1024k	Latency.avg	.004182064	1547191540.389259596	1182.56833333333
fio-128m-write-bs-1024k	BW	11.499567768	1547191551.888827364	2510.33333333333
fio-128m-write-bs-1024k	Latency.avg	.003999197	1547191551.892826561	348.54
fio-512m-randread-bs-4096	BW	30.631973436	1547191582.524799997	49.55
fio-512m-randread-bs-4096	Latency.avg	.004057448	1547191582.528857445	84.09
fio-512m-randwrite-bs-4096	BW	13.636832418	1547191596.165689863	1776
fio-512m-randwrite-bs-4096	Latency.avg	.004331309	1547191596.170021172	1733.55333333333
fio-512m-read-bs-4096	BW	11.572418144	1547191607.742439316	809
fio-512m-read-bs-4096	Latency.avg	.004356404	1547191607.746795720	4879.00833333333
fio-512m-write-bs-4096	BW	13.501981822	1547191621.248777542	1968
fio-512m-write-bs-4096	Latency.avg	.003884381	1547191621.252661923	1650.05166666667
fio-512m-randread-bs-1024k	BW	11.552428162	1547191632.805090085	685.666666666667
fio-512m-randread-bs-1024k	Latency.avg	.003812149	1547191632.808902234	1383.67
fio-512m-randwrite-bs-1024k	BW	13.667189585	1547191646.476091819	2534.66666666667
fio-512m-randwrite-bs-1024k	Latency.avg	.004004751	1547191646.480096570	348.24
fio-512m-read-bs-1024k	BW	11.568252025	1547191658.048348595	837.333333333333
fio-512m-read-bs-1024k	Latency.avg	.003842513	1547191658.052191108	1261.99166666667
fio-512m-write-bs-1024k	BW	13.512088352	1547191671.564279460	2551.5
fio-512m-write-bs-1024k	Latency.avg	.004181228	1547191671.568460688	348.601666666667
