Element	Step	dT	TimeStamp	Nops
fio-noargs	Start	.010828072	1520280020.832491317	1
fio-128m-randread	BW	19.170152273	1520280040.002643590	15.6
fio-128m-randread	Latency.avg	.018991375	1520280040.021634965	247.44
fio-128m-randwrite	BW	11.375365345	1520280051.397000310	1174
fio-128m-randwrite	Latency.avg	.022937569	1520280051.419937879	2422.69
fio-128m-read	BW	11.665983499	1520280063.085921378	554
fio-128m-read	Latency.avg	.018480838	1520280063.104402216	6251.06
fio-128m-write	BW	11.377617828	1520280074.482020044	1243
fio-128m-write	Latency.avg	.021225616	1520280074.503245660	2330.09
fio-512m-randread	BW	44.812539020	1520280119.315784680	15.6
fio-512m-randread	Latency.avg	.020393859	1520280119.336178539	247.4
fio-512m-randwrite	BW	13.618683019	1520280132.954861558	1143
fio-512m-randwrite	Latency.avg	.022553783	1520280132.977415341	2483.03
fio-512m-read	BW	11.994212052	1520280144.971627393	550
fio-512m-read	Latency.avg	.018965852	1520280144.990593245	6346.41
fio-512m-write	BW	13.309537943	1520280158.300131188	1270
fio-512m-write	Latency.avg	.017835705	1520280158.317966893	2350.59
