Element	Step	dT	TimeStamp	Nops
hpcc-noargs	Start	.004014533	1519926538.166536231	1
hpcc-N-1000	hpcc-all	27.396310769	1519926565.562847000	1
hpcc-N-1000	MPIRandomAccess	.023901005	1519926565.586748005	0.122318577
hpcc-N-1000	StarRandomAccess	.005461004	1519926565.592209009	0.240941175
hpcc-N-1000	StarDGEMM_Average_Gflops	.006541273	1519926565.598750282	2.178381
hpcc-N-1000	MPIFFT_Gflops	.005574887	1519926565.604325169	10.945
hpcc-N-1000	StarFFT_Average_Gflops	.005568669	1519926565.609893838	4.095172
hpcc-N-1000	HPL_Gflops	.005577177	1519926565.615471015	5.161e+00
hpcc-N-10000	hpcc-all	48.193629478	1519926613.809100493	1
hpcc-N-10000	MPIRandomAccess	.025812347	1519926613.834912840	0.124458790
hpcc-N-10000	StarRandomAccess	.005621124	1519926613.840533964	0.030958614
hpcc-N-10000	StarDGEMM_Average_Gflops	.006592191	1519926613.847126155	1.149000
hpcc-N-10000	MPIFFT_Gflops	.005543473	1519926613.852669628	3.216
hpcc-N-10000	StarFFT_Average_Gflops	.005550312	1519926613.858219940	1.655739
hpcc-N-10000	HPL_Gflops	.005527322	1519926613.863747262	6.369e+01
hpcc-N-30000	hpcc-all	545.484265376	1519927159.348012638	1
hpcc-N-30000	MPIRandomAccess	.027124788	1519927159.375137426	0.124054551
hpcc-N-30000	StarRandomAccess	.006531360	1519927159.381668786	0.026517665
hpcc-N-30000	StarDGEMM_Average_Gflops	.006667636	1519927159.388336422	1.151206
hpcc-N-30000	MPIFFT_Gflops	.005598035	1519927159.393934457	13.197
hpcc-N-30000	StarFFT_Average_Gflops	.005709700	1519927159.399644157	1.738401
hpcc-N-30000	HPL_Gflops	.005585608	1519927159.405229765	4.564e+01
