Element	Step	dT	TimeStamp	Nops
fio-noargs	Start	.001122806	1519221771.111551578	1
fio-128m-read	BW	.046612552	1519221771.158164130	0.0
fio-128m-read	Latency.avg	.004043939	1519221771.162208069	0.0
fio-128m-write	BW	.029988870	1519221771.192196939	0.0
fio-128m-write	Latency.avg	.003967627	1519221771.196164566	0.0
fio-128m-randread	BW	.029162771	1519221771.225327337	0.0
fio-128m-randread	Latency.avg	.004133162	1519221771.229460499	0.0
fio-128m-randwrite	BW	.028983709	1519221771.258444208	0.0
fio-128m-randwrite	Latency.avg	.003968363	1519221771.262412571	0.0
fio-1024m-read	BW	.029477197	1519221771.291889768	0.0
fio-1024m-read	Latency.avg	.004030114	1519221771.295919882	0.0
fio-1024m-write	BW	.029141539	1519221771.325061421	0.0
fio-1024m-write	Latency.avg	.003928956	1519221771.328990377	0.0
fio-1024m-randread	BW	.029085988	1519221771.358076365	0.0
fio-1024m-randread	Latency.avg	.004005945	1519221771.362082310	0.0
fio-1024m-randwrite	BW	.029031030	1519221771.391113340	0.0
fio-1024m-randwrite	Latency.avg	.003963331	1519221771.395076671	0.0
