Element	Step	dT	TimeStamp	Nops
1AKI.pdb	Start	.097092779	1518710833.337619281	1
1AKI.pdb	Step1-pdb2gmx	.329174179	1518710833.666793460	1
1AKI.pdb	Step2-editconf	.016885569	1518710833.683679029	1
1AKI.pdb	Step3-solvate	.436789286	1518710834.120468315	1
1AKI.pdb	Step4-grompp	.430308517	1518710834.550776832	1
1AKI.pdb	Step5-genion	.094338542	1518710834.645115374	1
1AKI.pdb	Step6-grompp	.422010479	1518710835.067125853	1
1AKI.pdb	Step7-mdrun-em	4.320670701	1518710839.387796554	1
1AKI.pdb	Step8-grompp	.576406660	1518710839.964203214	1
1AKI.pdb	Step9-mdrun-nvt	14.744863264	1518710854.709066478	1
1AKI.pdb	Step10-npt	.631894068	1518710855.340960546	1
1AKI.pdb	Step11-mdrun-npt	144.965634410	1518711000.306594956	1
1AKI.pdb	Step12-grompp	1.367610967	1518711001.674205923	1
1AKI.pdb	Step13-mdrun-prod-100	1.488859474	1518711003.163065397	100
1AKI.pdb	Step13-mdrun-prod-1000	4.065909742	1518711007.228975139	1000
1AKI.pdb	Step13-mdrun-prod-10000	4.125354279	1518711011.354329418	10000
