Element	Step	dT	TimeStamp	Nops
fio-noargs	Start	.002098597	1519632882.662513582	1
fio-128m-randread	BW	410.240055464	1519633292.902569046	603
fio-128m-randread	Latency.avg	.044921200	1519633292.947490246	7543.365
fio-128m-randwrite	BW	2.137281417	1519633295.084771663	1286.5
fio-128m-randwrite	Latency.avg	.051214292	1519633295.135985955	2093.22
fio-128m-read	BW	2.753189850	1519633297.889175805	79.9
fio-128m-read	Latency.avg	.046034445	1519633297.935210250	48542.435
fio-128m-write	BW	2.315410292	1519633300.250620542	1265
fio-128m-write	Latency.avg	.046081443	1519633300.296701985	2083.215
fio-1024m-randread	BW	6122.052351208	1519639422.349053193	180.5
fio-1024m-randread	Latency.avg	.074720877	1519639422.423774070	10550.185
fio-1024m-randwrite	BW	15.182629674	1519639437.606403744	1378.5
fio-1024m-randwrite	Latency.avg	.058701154	1519639437.665104898	2189.93
fio-1024m-read	BW	12.662846944	1519639450.327951842	93.6
fio-1024m-read	Latency.avg	.049995976	1519639450.377947818	41241.09
fio-1024m-write	BW	11.137455503	1519639461.515403321	1500
fio-1024m-write	Latency.avg	.044825427	1519639461.560228748	2095.43
