Element	Step	dT	TimeStamp	Nops
fio-noargs	Start	.001775861	1519075075.278862042	1
fio-128m-read	BW	4.676992005	1519075079.955854047	962
fio-128m-read	Latency.avg	.004601855	1519075079.960455902	3600.14
fio-128m-write	BW	3.127359390	1519075083.087815292	1347
fio-128m-write	Latency.avg	.004289244	1519075083.092104536	2138.81
fio-128m-randread	BW	3.124343104	1519075086.216447640	390
fio-128m-randread	Latency.avg	.004137244	1519075086.220584884	8916.14
fio-128m-randwrite	BW	3.120943074	1519075089.341527958	1267
fio-128m-randwrite	Latency.avg	.004065436	1519075089.345593394	2172.12
fio-1024m-read	BW	7.121191421	1519075096.466784815	930
fio-1024m-read	Latency.avg	.004426660	1519075096.471211475	3704.2
fio-1024m-write	BW	3.127851102	1519075099.599062577	1353
fio-1024m-write	Latency.avg	.004314018	1519075099.603376595	2163.84
fio-1024m-randread	BW	7.130622306	1519075106.733998901	0.0
fio-1024m-randread	Latency.avg	.004423148	1519075106.738422049	0.0
fio-1024m-randwrite	BW	3.118844949	1519075109.857266998	0.0
fio-1024m-randwrite	Latency.avg	.004100597	1519075109.861367595	0.0
