Element	Step	dT	TimeStamp	Nops
fio-noargs	Start	.010183663	1520338888.071460629	1
fio-128m-randread-bs-4096	BW	19.532904242	1520338907.604364871	15.6
fio-128m-randread-bs-4096	Latency.avg	.018231006	1520338907.622595877	241.78
fio-128m-randwrite-bs-4096	BW	11.370535796	1520338918.993131673	1196
fio-128m-randwrite-bs-4096	Latency.avg	.024010801	1520338919.017142474	2387.66
fio-128m-read-bs-4096	BW	11.335790328	1520338930.352932802	574
fio-128m-read-bs-4096	Latency.avg	.016405306	1520338930.369338108	6097.76
fio-128m-write-bs-4096	BW	11.472236028	1520338941.841574136	1320
fio-128m-write-bs-4096	Latency.avg	.022463433	1520338941.864037569	2274.32
fio-128m-randread-bs-1024k	BW	11.441560837	1520338953.305598406	479
fio-128m-randread-bs-1024k	Latency.avg	.047860401	1520338953.353458807	1991.98
fio-128m-randwrite-bs-1024k	BW	11.372532315	1520338964.725991122	2207
fio-128m-randwrite-bs-1024k	Latency.avg	.044226560	1520338964.770217682	372.23
fio-128m-read-bs-1024k	BW	11.355801110	1520338976.126018792	564
fio-128m-read-bs-1024k	Latency.avg	.054876143	1520338976.180894935	1690.37
fio-128m-write-bs-1024k	BW	11.316974696	1520338987.497869631	2169
fio-128m-write-bs-1024k	Latency.avg	.018026048	1520338987.515895679	377.21
fio-512m-randread-bs-4096	BW	45.803101171	1520339033.318996850	15.9
fio-512m-randread-bs-4096	Latency.avg	.031914502	1520339033.350911352	238.19
fio-512m-randwrite-bs-4096	BW	13.085729007	1520339046.436640359	1169
fio-512m-randwrite-bs-4096	Latency.avg	.017071369	1520339046.453711728	2460.77
fio-512m-read-bs-4096	BW	11.986517761	1520339058.440229489	561
fio-512m-read-bs-4096	Latency.avg	.018342668	1520339058.458572157	6321.69
fio-512m-write-bs-4096	BW	12.382792710	1520339070.841364867	1354
fio-512m-write-bs-4096	Latency.avg	.018291012	1520339070.859655879	2238.61
fio-512m-randread-bs-1024k	BW	12.089552447	1520339082.949208326	511
fio-512m-randread-bs-1024k	Latency.avg	.021117750	1520339082.970326076	1880.9
fio-512m-randwrite-bs-1024k	BW	12.502376220	1520339095.472702296	2236
fio-512m-randwrite-bs-1024k	Latency.avg	.017804607	1520339095.490506903	369.79
fio-512m-read-bs-1024k	BW	12.055885810	1520339107.546392713	568
fio-512m-read-bs-1024k	Latency.avg	.018951286	1520339107.565343999	1685.06
fio-512m-write-bs-1024k	BW	13.491744177	1520339121.057088176	2256
fio-512m-write-bs-1024k	Latency.avg	.020103941	1520339121.077192117	369.23
