Element	Step	dT	TimeStamp	Nops
npb	is_2_16	65.899174912	1519651792.711252863	1
npb	is_2_16_total	.001997619	1519651792.713250482	608.53
npb	is_2_16_perprocess	.001970121	1519651792.715220603	19.02
npb	lu_2_16	105.964179659	1519651898.679400262	1
npb	lu_2_16_total	.002066116	1519651898.681466378	46321.66
npb	lu_2_16_perprocess	.002018119	1519651898.683484497	1447.55
npb	ft_2_16	89.835260791	1519651988.518745288	1
npb	ft_2_16_total	.002064816	1519651988.520810104	14741.99
npb	ft_2_16_perprocess	.001910122	1519651988.522720226	460.69
npb	mg_2_16	65.831344932	1519652054.354065158	1
npb	mg_2_16_total	.002015218	1519652054.356080376	36034.62
npb	mg_2_16_perprocess	.002006118	1519652054.358086494	1126.08
npb	cg_2_16	71.490134308	1519652125.848220802	1
npb	cg_2_16_total	.002029319	1519652125.850250121	14362.05
npb	cg_2_16_perprocess	.001940723	1519652125.852190844	448.81
npb	ep_2_16	66.955475437	1519652192.807666281	1
npb	ep_2_16_total	.001959421	1519652192.809625702	1446.47
npb	ep_2_16_perprocess	.002032218	1519652192.811657920	45.20
npb	is_2_8	64.936303955	1519652257.747961875	1
npb	is_2_8_total	.001953621	1519652257.749915496	586.29
npb	is_2_8_perprocess	.001817026	1519652257.751732522	36.64
npb	lu_2_8	109.536975035	1519652367.288707557	1
npb	lu_2_8_total	.002048815	1519652367.290756372	42139.91
npb	lu_2_8_perprocess	.001934420	1519652367.292690792	2633.74
npb	ft_2_8	88.356603870	1519652455.649294662	1
npb	ft_2_8_total	.002085315	1519652455.651379977	15416.62
npb	ft_2_8_perprocess	.001921122	1519652455.653301099	963.54
npb	mg_2_8	66.125983067	1519652521.779284166	1
npb	mg_2_8_total	.001984320	1519652521.781268486	31598.41
npb	mg_2_8_perprocess	.001927022	1519652521.783195508	1974.90
npb	cg_2_8	82.085461591	1519652603.868657099	1
npb	cg_2_8_total	.002023418	1519652603.870680517	6859.26
npb	cg_2_8_perprocess	.001918223	1519652603.872598740	428.70
npb	ep_2_8	70.753139533	1519652674.625738273	1
npb	ep_2_8_total	.001990622	1519652674.627728895	847.32
npb	ep_2_8_perprocess	.001900925	1519652674.629629820	52.96
npb	bt_2_8	159.398558154	1519652834.028187974	1
npb	bt_2_8_total	.002249410	1519652834.030437384	29294.15
npb	bt_2_8_perprocess	.001994320	1519652834.032431704	1830.88
npb	sp_2_8	139.760181193	1519652973.792612897	1
npb	sp_2_8_total	.001899424	1519652973.794512321	18430.63
npb	sp_2_8_perprocess	.001844226	1519652973.796356547	1151.91
npb	bt_2_2	372.486185932	1519653346.282542479	1
npb	bt_2_2_total	.002050817	1519653346.284593296	9244.97
npb	bt_2_2_perprocess	.001906624	1519653346.286499920	2311.24
npb	sp_2_2	265.664877486	1519653611.951377406	1
npb	sp_2_2_total	.001976821	1519653611.953354227	7103.09
npb	sp_2_2_perprocess	.001939122	1519653611.955293349	1775.77
