Element	Step	dT	TimeStamp	Nops
fio-noargs	Start	.001868306	1519222024.679108548	1
fio-128m-read	BW	1.440323145	1519222026.119431693	211
fio-128m-read	Latency.avg	.004050680	1519222026.123482373	18283.56
fio-128m-write	BW	.535070201	1519222026.658552574	1707
fio-128m-write	Latency.avg	.003990664	1519222026.662543238	1926.11
fio-128m-randread	BW	10.408062130	1519222037.070605368	12.9
fio-128m-randread	Latency.avg	.003928878	1519222037.074534246	294376.08
fio-128m-randwrite	BW	.554170686	1519222037.628704932	1580
fio-128m-randwrite	Latency.avg	.004091716	1519222037.632796648	1958.08
fio-1024m-read	BW	16.055962762	1519222053.688759410	131
fio-1024m-read	Latency.avg	.004267704	1519222053.693027114	29430.47
fio-1024m-write	BW	1.066265494	1519222054.759292608	1718
fio-1024m-write	Latency.avg	.004275563	1519222054.763568171	1919.55
fio-1024m-randread	BW	93.875413462	1519222148.638981633	10
fio-1024m-randread	Latency.avg	.004071685	1519222148.643053318	327.04
fio-1024m-randwrite	BW	1.146054641	1519222149.789107959	1522
fio-1024m-randwrite	Latency.avg	.004121439	1519222149.793229398	2059.11
