Element	Step	dT	TimeStamp	Nops
fio-noargs	Start	.023681390	1519650397.998731217	1
fio-128m-randread	BW	8.065285883	1519650406.064017100	18
fio-128m-randread	Latency.avg	.019324312	1519650406.083341412	214.35
fio-128m-randwrite	BW	1.476464734	1519650407.559806146	0.0
fio-128m-randwrite	Latency.avg	.100546353	1519650407.660352499	0.0
fio-128m-read	BW	1.312210073	1519650408.972562572	0.0
fio-128m-read	Latency.avg	.022347539	1519650408.994910111	0.0
fio-128m-write	BW	1.482226742	1519650410.477136853	0.0
fio-128m-write	Latency.avg	.020052583	1519650410.497189436	0.0
fio-1024m-randread	BW	42.471862986	1519650452.969052422	0.0
fio-1024m-randread	Latency.avg	.020954043	1519650452.990006465	0.0
fio-1024m-randwrite	BW	4.505677224	1519650457.495683689	0.0
fio-1024m-randwrite	Latency.avg	.054027374	1519650457.549711063	0.0
fio-1024m-read	BW	3.026435725	1519650460.576146788	0.0
fio-1024m-read	Latency.avg	.020541420	1519650460.596688208	0.0
fio-1024m-write	BW	3.864499103	1519650464.461187311	0.0
fio-1024m-write	Latency.avg	.020642085	1519650464.481829396	0.0
