Element	Step	dT	TimeStamp	Nops
fio-noargs	Start	.002097041	1520340435.463876184	1
fio-128m-randread-bs-4096	BW	680.016839391	1520341115.480715575	228
fio-128m-randread-bs-4096	Latency.avg	.049325307	1520341115.530040882	17769.94
fio-128m-randwrite-bs-4096	BW	12.883539757	1520341128.413580639	1333.5
fio-128m-randwrite-bs-4096	Latency.avg	.053227696	1520341128.466808335	2106.55
fio-128m-read-bs-4096	BW	13.144265791	1520341141.611074126	76.35
fio-128m-read-bs-4096	Latency.avg	.051955332	1520341141.663029458	49894.805
fio-128m-write-bs-4096	BW	12.759780055	1520341154.422809513	1334.5
fio-128m-write-bs-4096	Latency.avg	.060669485	1520341154.483478998	2074.095
fio-128m-randread-bs-1024k	BW	14.198242410	1520341168.681721408	47.75
fio-128m-randread-bs-1024k	Latency.avg	.051293650	1520341168.733015058	20878.655
fio-128m-randwrite-bs-1024k	BW	14.654572615	1520341183.387587673	2248
fio-128m-randwrite-bs-1024k	Latency.avg	.050652769	1520341183.438240442	379.14
fio-128m-read-bs-1024k	BW	14.010951201	1520341197.449191643	52.35
fio-128m-read-bs-1024k	Latency.avg	.055889921	1520341197.505081564	19043.535
fio-128m-write-bs-1024k	BW	16.573088404	1520341214.078169968	2465
fio-128m-write-bs-1024k	Latency.avg	.052864906	1520341214.131034874	325.635
fio-512m-randread-bs-4096	BW	3116.367519996	1520344330.498554870	173
fio-512m-randread-bs-4096	Latency.avg	.054433166	1520344330.552988036	23.115
fio-512m-randwrite-bs-4096	BW	17.482005136	1520344348.034993172	1280
fio-512m-randwrite-bs-4096	Latency.avg	.077233423	1520344348.112226595	2195.52
fio-512m-read-bs-4096	BW	17.698223141	1520344365.810449736	85.4
fio-512m-read-bs-4096	Latency.avg	.051326553	1520344365.861776289	45187.065
fio-512m-write-bs-4096	BW	15.802749379	1520344381.664525668	1492.5
fio-512m-write-bs-4096	Latency.avg	.055867025	1520344381.720392693	2074.27
fio-512m-randread-bs-1024k	BW	27.275469334	1520344408.995862027	34.1
fio-512m-randread-bs-1024k	Latency.avg	.063082122	1520344409.058944149	29.33
fio-512m-randwrite-bs-1024k	BW	36.944793230	1520344446.003737379	2968.5
fio-512m-randwrite-bs-1024k	Latency.avg	.053490292	1520344446.057227671	321.49
fio-512m-read-bs-1024k	BW	25.192591455	1520344471.249819126	37.95
fio-512m-read-bs-1024k	Latency.avg	.087352337	1520344471.337171463	26341.775
fio-512m-write-bs-1024k	BW	34.116905856	1520344505.454077319	2968.5
fio-512m-write-bs-1024k	Latency.avg	.049039418	1520344505.503116737	320.23
