Element	Step	dT	TimeStamp	Nops
fio-noargs	Start	.001871950	1518709898.453437471	1
fio-read	BW	15.551433363	1518709914.004870834	296
fio-read	Latency.avg	.004605593	1518709914.009476427	13010.99
fio-write	BW	15.015127448	1518709929.024603875	1580
fio-write	Latency.avg	.004579639	1518709929.029183514	2034.15
fio-randread	BW	14.993072378	1518709944.022255892	144
fio-randread	Latency.avg	.004528701	1518709944.026784593	26129.16
fio-randwrite	BW	14.995453490	1518709959.022238083	1438
fio-randwrite	Latency.avg	.004456002	1518709959.026694085	2095.01
