Element	Step	dT	TimeStamp	Nops
fio-noargs	Start	.003070448	1519623698.540318471	1
fio-128m-read	BW	8.062319479	1519623706.602637950	179
fio-128m-read	Latency.avg	.005155591	1519623706.607793541	21287.67
fio-128m-write	BW	1.261493720	1519623707.869287261	731
fio-128m-write	Latency.avg	.005109011	1519623707.874396272	4274.81
fio-128m-randread	BW	18.416198700	1519623726.290594972	7668.5
fio-128m-randread	Latency.avg	.005231233	1519623726.295826205	512940.925
fio-128m-randwrite	BW	1.144459579	1519623727.440285784	677.5
fio-128m-randwrite	Latency.avg	.004945106	1519623727.445230890	0.0
fio-1024m-read	BW	45.464679244	1519623772.909910134	146
fio-1024m-read	Latency.avg	.005126701	1519623772.915036835	27644.985
fio-1024m-write	BW	2.512291444	1519623775.427328279	677.5
fio-1024m-write	Latency.avg	.004993261	1519623775.432321540	0.0
fio-1024m-randread	BW	207.768980823	1519623983.201302363	5137.5
fio-1024m-randread	Latency.avg	.005164546	1519623983.206466909	765691.3
fio-1024m-randwrite	BW	2.549250678	1519623985.755717587	619
fio-1024m-randwrite	Latency.avg	.004954819	1519623985.760672406	0.0
