Element	Step	dT	TimeStamp	Nops
fio-noargs	Start	.001977100	1519052750.017293147	1
fio-read	BW	.400485890	1519052750.417779037	1753
fio-read	Latency.avg	.004116492	1519052750.421895529	1417.21
fio-write	BW	.415851911	1519052750.837747440	1362
fio-write	Latency.avg	.004125691	1519052750.841873131	2108.67
fio-randread	BW	.517054079	1519052751.358927210	646
fio-randread	Latency.avg	.004266283	1519052751.363193493	1289.88
fio-randwrite	BW	.423974299	1519052751.787167792	1293
fio-randwrite	Latency.avg	.004414877	1519052751.791582669	2124.46
